original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_836	unknown	unknown	NA	1342	dark_matter sp. cat1360	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1360	no protein	6	N
contig_837	unknown	unknown	NA	1633	not classified sp. cat2882	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_838	unknown	unknown	NA	1633	dark_matter sp. cat1361	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1361	no protein	1	N
contig_839	unknown	unknown	NA	1633	not classified sp. cat2883	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_84	unknown	unknown	NA	2368	Parabacteroides sp. cat2884	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	not classified	no protein	1	N
contig_840	unknown	unknown	NA	1431	dark_matter sp. cat1362	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1362	no protein	6	N
contig_841	unknown	Partial genome (putative)	ct2_contig_dictionary2249_vs01	1631	Siphoviridae sp. ctGrp249	linear	1	Prodigal (meta)	no blastn	971820048	YP_009208357.1	1582150	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	Minor capsid protein	1	N
contig_842	unknown	unknown	NA	1629	Alistipes onderdonkii sp. cat2886	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	328813	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	no protein	1	N
contig_843	unknown	unknown	NA	1414	Lawsonia intracellularis PHE/MN1-00 sp. cat2887	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	363253	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	no protein	6	N
contig_844	unknown	unknown	NA	1628	Prevotella sp. cat2888	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_845	unknown	unknown	NA	1633	unclassified Microviridae sp. cat2889	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	117574	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	not classified	no protein	1	N
contig_846	unknown	Partial genome (putative)	ct2_contig_dictionary2254_vs01	1626	Podoviridae sp. ctEcU254	linear	1	Prodigal (meta)	no blastn	12248117	NP_073693.1	12345	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	head tail connector (portal protein)	1	N
contig_847	unknown	unknown	NA	1625	Flavobacteriales bacterium sp. cat2891	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_848	unknown	unknown	NA	1622	dark_matter sp. cat1363	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1363	no protein	4	N
contig_849	unknown	unknown	NA	1624	not classified sp. cat2892	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_850	unknown	unknown	NA	1624	Bacteroidales sp. cat2893	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_851	unknown	unknown	NA	1643	not classified sp. cat2894	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_852	unknown	Partial genome (putative)	ct2_contig_dictionary2260_vs01	1623	Microviridae sp. ct50L260	linear	0	Prodigal (meta)	no blastn	971765806	YP_009218805.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_853	unknown	unknown	NA	1623	uncultured bacterium sp. cat2896	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	77133	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	no protein	2	N
contig_854	unknown	unknown	NA	1093	Zoogloeaceae sp. cat2897	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	2	N
contig_855	unknown	Partial genome (putative)	ct2_contig_dictionary2263_vs01	1615	Microviridae sp. ctF75263	linear	1	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_856	unknown	Partial genome (putative)	ct2_contig_dictionary2264_vs01	1614	Microviridae sp. ctHMo264	linear	2	Prodigal (meta)	no blastn	9791177	NP_063896.1	1986029	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydiamicrovirus_undefined_species	capsid protein VP2 related protein	1	N
contig_857	unknown	unknown	NA	1614	not classified sp. cat2900	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_858	unknown	unknown	NA	1612	Prevotella sp. cat2901	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_859	unknown	unknown	NA	1612	Rickettsiales bacterium sp. cat2902	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2026788	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_undefined_family	Rickettsiales_undefined_family_undefined_genus	Rickettsiales bacterium	no protein	2	N
contig_86	unknown	unknown	NA	4436	Bacteroidales sp. cat2903	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_860	unknown	unknown	NA	1611	Parabacteroides sp. CAG:409 sp. cat2904	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409	no protein	1	N
contig_861	unknown	unknown	NA	1567	Clostridiales sp. cat2905	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	7	N
contig_862	unknown	Partial genome (putative)	ct2_contig_dictionary2271_vs01	1303	Microviridae sp. ctOsz271	linear	0	Prodigal (meta)	no blastn	906476383	YP_009160391.1	1655658	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	2	N
contig_863	unknown	unknown	NA	1608	Clostridium butyricum E4 str. BoNT E BL5262 sp. cat2907	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	632245	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	no protein	2	N
contig_864	unknown	unknown	NA	1167	dark_matter sp. cat1364	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1364	no protein	2	N
contig_865	unknown	unknown	NA	1606	Bacteroides sp. cat2908	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_866	unknown	unknown	NA	1606	dark_matter sp. cat1365	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1365	no protein	1	N
contig_867	unknown	unknown	NA	1605	Flavobacteriales bacterium sp. cat2909	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_868	unknown	unknown	NA	1601	unclassified Siphoviridae sp. cat2910	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	196894	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	not classified	not classified	no protein	1	N
contig_869	unknown	unknown	NA	1600	not classified sp. cat2911	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_87	unknown	unknown	NA	4415	Parabacteroides sp. cat2912	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	not classified	no protein	3	Y
contig_870	unknown	unknown	NA	1598	Prevotella sp. cat2913	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_871	unknown	unknown	NA	1596	Clostridiales sp. cat2914	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_872	unknown	unknown	NA	1595	Clostridiales sp. cat2915	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_873	unknown	unknown	NA	1595	Clostridiales sp. cat2916	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_874	unknown	unknown	NA	1593	Clostridiales sp. cat2917	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_875	unknown	unknown	NA	1592	dark_matter sp. cat1366	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1366	no protein	1	N
contig_876	unknown	unknown	NA	1592	Prevotella sp. cat2918	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_877	unknown	unknown	NA	1592	Candidatus Aminicenantes bacterium ADurb.Bin508 sp. cat2919	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1852832	Bacteria	Candidatus Aminicenantes	Candidatus Aminicenantes_undefined_class	Candidatus Aminicenantes_undefined_class_undefined_order	Candidatus Aminicenantes_undefined_class_undefined_order_undefined_family	Candidatus Aminicenantes_undefined_class_undefined_order_undefined_family_undefined_genus	Candidatus Aminicenantes bacterium ADurb.Bin508	no protein	1	N
contig_878	unknown	Partial genome (putative)	ct2_contig_dictionary2288_vs01	1591	Microviridae sp. ctZlD288	linear	1	Prodigal (meta)	no blastn	971765481	YP_009218533.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_879	unknown	Partial genome (putative)	ct2_contig_dictionary2289_vs01	1634	Microviridae sp. ctpfn289	linear	1	Prodigal (meta)	no blastn	906476412	YP_009160407.1	1655661	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	2	N
contig_88	unknown	unknown	NA	3992	Flavobacteriales bacterium sp. cat2922	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	3	N
contig_880	unknown	Partial genome (putative)	ct2_contig_dictionary2291_vs01	1634	Microviridae sp. ctQ8Z291	linear	1	Prodigal (meta)	no blastn	906476412	YP_009160407.1	1655661	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	2	N
contig_881	unknown	unknown	NA	1587	dark_matter sp. cat1367	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1367	no protein	4	N
contig_882	unknown	unknown	NA	1506	Flavobacteriales bacterium sp. cat2924	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	2	N
contig_883	unknown	unknown	NA	1588	Clostridia sp. cat2925	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186801	Bacteria	Firmicutes	Clostridia	not classified	not classified	not classified	not classified	no protein	1	N
contig_884	unknown	unknown	NA	1587	not classified sp. cat2926	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_885	unknown	unknown	NA	1587	Parabacteroides sp. AF17-3 sp. cat2927	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2293113	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF17-3	no protein	1	N
contig_886	unknown	unknown	NA	1586	[Eubacterium] rectale sp. cat2928	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	39491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_undefined_genus	[Eubacterium] rectale	no protein	1	N
